subcategory_id,category_id,en,bg,hr,cs,da,nl,et,fi,fr,de,el,hu,ga,it,lv,lt,mt,pl,pt,ro,sk,sl,es,sv,tr,ru,uk,nb,no,icon,sort_order_subcategory,__match_score
SUB_001496,CAT_00211,Lockout Help,Помощ за блокиране,Pomoć za zaključavanje,Nápověda k uzamčení,Lockout hjælp,Hulp bij uitsluiting,Lukustusabi,Lukitusohje,Aide au verrouillage,Lockout-Hilfe,Βοήθεια κλειδώματος,Kizárás Súgó,Cabhair Frithdhúnadh,Aiuto per il blocco,Lokauta palīdzība,Lockout pagalba,Għajnuna Lockout,Pomoc w blokadzie,Ajuda para bloqueio,Ajutor pentru blocare,Pomocník pre uzamknutie,Pomoč pri zaklepanju,Ayuda para el bloqueo,Lockouthjälp,Kilitlenme Yardımı,Помощь при блокировке,Довідка щодо блокування,Lockout-hjelp,Lockout-hjelp,,,0.5384615384615384
SUB_001497,CAT_00542,Safe Combination Reset,Нулиране на безопасна комбинация,Ponovno postavljanje sigurne kombinacije,Bezpečný reset kombinace,Sikker kombinationsnulstilling,Veilige combinatie resetten,Ohutu kombinatsiooni lähtestamine,Turvallinen yhdistelmän nollaus,Réinitialisation de la combinaison de sécurité,Zurücksetzen der Safe-Kombination,Επαναφορά ασφαλούς συνδυασμού,Biztonságos kombináció visszaállítása,Athshocraigh Teaglaim Sábháilte,Ripristino della combinazione della cassaforte,Drošas kombinācijas atiestatīšana,Saugus derinio nustatymas iš naujo,Irrisettja Kombinazzjoni Sikura,Resetowanie kombinacji sejfu,Redefinição de combinação segura,Resetare sigură a combinației,Bezpečný reset kombinácie,Ponastavitev varne kombinacije,Reinicio de combinación segura,Säker kombinationsåterställning,Güvenli Kombinasyon Sıfırlama,Сброс комбинации сейфа,Скидання безпечної комбінації,Tilbakestilling av sikker kombinasjon,Tilbakestilling av sikker kombinasjon,,,0.6190476190476191
SUB_001498,CAT_00649,Safe Lock Repair,Ремонт на безопасно заключване,Popravak sigurnosne brave,Oprava bezpečnostního zámku,Reparation af sikker lås,Kluis Slot Reparatie,Turvaluku remont,Turvalukon korjaus,Réparation de serrure de coffre-fort,Tresorschloss-Reparatur,Επισκευή ασφαλούς κλειδαριάς,Biztonságos zárjavítás,Deisiúchán Glas Sábháilte,Riparazione di serrature di sicurezza,Drošu slēdzeņu remonts,Seifinių spynų remontas,Tiswija Lock Sikur,Naprawa zamków sejfowych,Reparo de fechadura de cofre,Reparație sigură de blocare,Oprava bezpečnostného zámku,Popravilo varne ključavnice,Reparación de cerraduras de caja fuerte,Säkerhetslås reparation,Kasa Kilidi Onarımı,Ремонт сейфовых замков,Ремонт безпечних замків,Reparasjon av sikker lås,Reparasjon av sikker lås,,,0.6153846153846154
SUB_001499,CAT_00271,Dish Realignment,Пренастройване на съда,Preusmjeravanje jela,Vyrovnání talíře,Opretning af fad,Schotel heruitlijning,Nõude ümberjoonimine,Astian uudelleenkohdistaminen,Réalignement de la parabole,Neuausrichtung der Schüssel,Ευθυγράμμιση πιάτων,Tányér átrendezése,Athailíniú an Mhias,Riallineamento del piatto,Trauku pārkārtošana,Indų pertvarkymas,Allinjament mill-ġdid tad-Dixxijiet,Reorganizacja anteny,Realinhamento de Pratos,Realinierea vaselor,Preskupenie riadu,Preoblikovanje posode,Realineación del plato,Diskjustering,Çanak Yeniden Hizalama,Перенастройка антенны,Перебудова посуду,Rettjustering,Rettjustering,,,0.5806451612903226
SUB_001500,CAT_00401,Signal Troubleshooting,Отстраняване на неизправности в сигнала,Rješavanje problema sa signalom,Odstraňování problémů se signálem,Signalfejlfinding,Probleemoplossing voor signalen,Signaali tõrkeotsing,Signaalin vianmääritys,Dépannage du signal,Signal-Fehlerbehebung,Αντιμετώπιση προβλημάτων σήματος,Jel hibaelhárítás,Fabhtcheartú Comhartha,Risoluzione dei problemi del segnale,Signāla problēmu novēršana,Signalo trikčių šalinimas,Issolvi l-problemi tas-Sinjal,Rozwiązywanie problemów z sygnałem,Solução de problemas de sinal,Depanarea semnalului,Riešenie problémov so signálom,Odpravljanje težav s signalom,Solución de problemas de señal,Signalfelsökning,Sinyal Sorun Giderme,Устранение неполадок сигнала,Усунення несправностей сигналу,Signalfeilsøking,Signalfeilsøking,,,0.8181818181818182
SUB_001501,CAT_00022,24/7 Surveillance Support,24/7 поддръжка за наблюдение,Podrška za nadzor 24/7,24/7 podpora sledování,24/7 overvågningssupport,24/7 bewakingsondersteuning,24/7 valvetugi,24/7 valvontatuki,Assistance de surveillance 24h/24 et 7j/7,Überwachungsunterstützung rund um die Uhr,Υποστήριξη 24/7 επιτήρησης,24 órás felügyeleti támogatás,Tacaíocht Faireachais 24/7,"Supporto di sorveglianza 24 ore su 24, 7 giorni su 7",24/7 novērošanas atbalsts,24/7 stebėjimo palaikymas,Appoġġ għas-Sorveljanza 24/7,Wsparcie monitoringu 24/7,"Suporte de vigilância 24 horas por dia, 7 dias por semana",Suport de supraveghere 24/7,24/7 podpora sledovania,Podpora za nadzor 24/7,Soporte de vigilancia 24/7,24/7 övervakningssupport,7/24 Gözetim Desteği,Круглосуточная поддержка видеонаблюдения,Підтримка відеоспостереження 24/7,24/7 overvåkingsstøtte,24/7 overvåkingsstøtte,,,0.6976744186046512
SUB_001502,CAT_00339,CCTV Monitoring,Видеонаблюдение,CCTV nadzor,CCTV monitorování,CCTV overvågning,CCTV-bewaking,CCTV seire,CCTV-valvonta,Surveillance CCTV,CCTV-Überwachung,Παρακολούθηση CCTV,CCTV megfigyelés,Monatóireacht CCTV,Monitoraggio CCTV,CCTV novērošana,CCTV stebėjimas,Monitoraġġ CCTV,Monitoring CCTV,Monitoramento CFTV,Monitorizare CCTV,CCTV monitorovanie,CCTV nadzor,Monitoreo de CCTV,CCTV-övervakning,CCTV İzleme,Мониторинг видеонаблюдения,Відеоспостереження,CCTV-overvåking,CCTV-overvåking,,,0.5833333333333334
SUB_001503,CAT_00378,Home Alarm Setup,Настройка на домашна аларма,Postavljanje kućnog alarma,Nastavení domácího alarmu,Opsætning af hjemmealarm,Installatie van het huisalarm,Kodualarmi seadistamine,Kotihälytyksen asetukset,Configuration de l'alarme domestique,Einrichtung des Heimalarms,Ρύθμιση συναγερμού σπιτιού,Otthoni riasztás beállítása,Socrú Aláraim Baile,Configurazione dell'allarme domestico,Mājas trauksmes iestatīšana,Namų signalizacijos nustatymas,Setup ta' Allarm tad-Dar,Konfiguracja alarmu domowego,Configuração de alarme residencial,Configurare alarmă acasă,Nastavenie domáceho alarmu,Nastavitev domačega alarma,Configuración de alarma para el hogar,Inställning av hemlarm,Ev Alarmı Kurulumu,Настройка домашней сигнализации,Налаштування домашньої сигналізації,Oppsett av hjemmealarm,Oppsett av hjemmealarm,,,0.6451612903225806
SUB_001504,CAT_00169,Security Consulting,Консултации по сигурността,Sigurnosno savjetovanje,Bezpečnostní poradenství,Sikkerhedsrådgivning,Beveiligingsadvies,Turvanõustamine,Turvallisuuskonsultointi,Conseil en sécurité,Sicherheitsberatung,Συμβουλευτική Ασφαλείας,Biztonsági tanácsadás,Comhairliúchán Slándála,Consulenza sulla sicurezza,Drošības konsultācijas,Saugumo konsultacijos,Konsulenza dwar is-Sigurtà,Doradztwo w zakresie bezpieczeństwa,Consultoria de Segurança,Consultanta de securitate,Poradenstvo v oblasti bezpečnosti,Varnostno svetovanje,Consultoría de seguridad,Säkerhetsrådgivning,Güvenlik Danışmanlığı,Консалтинг по безопасности,Консультації з безпеки,Sikkerhetsrådgivning,Sikkerhetsrådgivning,,,0.8125
SUB_001505,CAT_00447,Smart Lock Installation,Инсталиране на Smart Lock,Instalacija Smart Locka,Instalace Smart Lock,Smart Lock installation,Installatie van slim slot,Smart Locki paigaldamine,Smart Lock -asennus,Installation de serrure intelligente,Smart Lock-Installation,Εγκατάσταση Smart Lock,Smart Lock telepítése,Suiteáil Smart Lock,Installazione della serratura intelligente,Smart Lock uzstādīšana,„Smart Lock“ diegimas,Installazzjoni Smart Lock,Instalacja inteligentnego zamka,Instalação de fechadura inteligente,Instalare Smart Lock,Inštalácia Smart Lock,Namestitev Smart Lock,Instalación de cerradura inteligente,Smart Lock-installation,Akıllı Kilit Kurulumu,Установка умного замка,Встановлення Smart Lock,Smart Lock installasjon,Smart Lock installasjon,,,0.6666666666666666
SUB_001506,CAT_00494,Smart Light Rewiring,Интелигентно прекабеляване на светлината,Ponovno ožičenje pametnog svjetla,Přepojení chytrého světla,Smart Light Rewiring,Slimme lichtherbedrading,Smart Light Rewiring,Älykäs valon uudelleenjohdotus,Recâblage de l'éclairage intelligent,Neuverdrahtung von Smart Light,Επανακαλωδίωση Smart Light,Intelligens lámpa újrahuzalozás,Athshreangú Solais Chliste,Ricablaggio intelligente delle luci,Viedā gaismas pārslēgšana,Išmanusis šviesos perjungimas,Rewiring tad-dawl intelliġenti,Wymiana instalacji inteligentnego oświetlenia,Religação de iluminação inteligente,Recablare inteligentă a luminii,Prepojenie inteligentného svetla,Ponovno ožičenje pametne luči,Recableado de iluminación inteligente,Smart Light Rewiring,Akıllı Işık Yeniden Kablolaması,Перепроводка умного освещения,Smart Light Rewiring,Smart Light Rewiring,Smart Light Rewiring,,,0.631578947368421
SUB_001507,CAT_00313,Smart TV Setup & Mounting,Настройка и монтаж на Smart TV,Postavljanje i montaža Smart TV-a,Nastavení a montáž Smart TV,Smart TV opsætning og montering,Smart TV-installatie en -montage,Nutiteleri seadistamine ja paigaldamine,Smart TV:n asennus ja asennus,Configuration et montage de la Smart TV,Smart-TV-Einrichtung und -Montage,Ρύθμιση & τοποθέτηση Smart TV,Smart TV beállítása és felszerelése,Socrú & Suiteáil Smart TV,Installazione e montaggio della Smart TV,Smart TV iestatīšana un uzstādīšana,Išmaniojo televizoriaus sąranka ir montavimas,Setup & Immuntar tat-TV Smart,Konfiguracja i montaż Smart TV,Configuração e montagem de Smart TV,Configurare și montare Smart TV,Nastavenie a montáž Smart TV,Nastavitev in montaža Smart TV,Configuración y montaje de Smart TV,Smart TV Setup & Montering,Akıllı TV Kurulumu ve Montajı,Настройка и монтаж Smart TV,Налаштування та монтаж Smart TV,Smart TV-oppsett og montering,Smart TV-oppsett og montering,,,0.6086956521739131
SUB_001508,CAT_00631,Smart Thermostat Calibration,Интелигентно калибриране на термостата,Pametna kalibracija termostata,Kalibrace inteligentního termostatu,Smart termostatkalibrering,Kalibratie van de slimme thermostaat,Nutika termostaadi kalibreerimine,Älykäs termostaatin kalibrointi,Étalonnage du thermostat intelligent,Kalibrierung des intelligenten Thermostats,Έξυπνη βαθμονόμηση θερμοστάτη,Intelligens termosztát kalibrálás,Calabrú Teirmeastat Cliste,Calibrazione del termostato intelligente,Viedā termostata kalibrēšana,Išmanusis termostato kalibravimas,Kalibrazzjoni Smart Termostat,Kalibracja inteligentnego termostatu,Calibração de termostato inteligente,Calibrare inteligentă a termostatului,Kalibrácia inteligentného termostatu,Kalibracija pametnega termostata,Calibración del termostato inteligente,Smart termostatkalibrering,Akıllı Termostat Kalibrasyonu,Калибровка интеллектуального термостата,Розумне калібрування термостата,Smart termostatkalibrering,Smart termostatkalibrering,,,0.5925925925925926
SUB_001509,CAT_00548,Mold Spot Treatment,Лечение на петна от мухъл,Tretman plijesni,Ošetření plísní,Skimmelpletbehandling,Behandeling van schimmelvlekken,Hallituspunktide ravi,Home Spot Hoito,Traitement localisé des moisissures,Schimmelfleckenbehandlung,Θεραπεία κηλίδων μούχλας,Penészfolt kezelés,Cóireáil Spota Mhúirín,Trattamento delle macchie di muffa,Pelējuma plankumu ārstēšana,Pelėsių dėmių gydymas,Moffa Spot Trattament,Leczenie punktowe pleśni,Tratamento de manchas de mofo,Tratarea petelor de mucegai,Ošetrenie škvŕn plesní,Zdravljenje madežev plesni,Tratamiento localizado de moho,Mögelfläcksbehandling,Küf Leke Tedavisi,Обработка пятен плесени,Лікування плям цвілі,Muggflekkbehandling,Muggflekkbehandling,,,0.5714285714285714
SUB_001510,CAT_00123,Wall Bubbling Fix,Поправка на мехурчета по стените,Popravak mjehurića na zidu,Oprava bublin na stěně,Vægboblende fix,Reparatie van bubbels in de muur,Seina mullitamise parandamine,Seinän kupliva korjaus,Réparation des bulles dans les murs,Wandblasen-Fix,Διόρθωση φυσαλίδων τοίχου,Fali buborékok javítása,Ceartú Bubbling Balla,Correzione delle bolle nel muro,Sienas burbuļošanas novēršana,Sienų burbuliavimo taisymas,Wall Bubbling Waħħal,Naprawa pęcherzy na ścianach,Correção de bolhas na parede,Remediu de barbotare de perete,Oprava bublín na stene,Popravek mehurčkov na steni,Solución para las burbujas en la pared,Wall Bubbling Fix,Duvar Kabarcıklanma Düzeltmesi,Устранение пузырей на стенах,Усунення бульбашок на стінах,Veggboblefiks,Veggboblefiks,,,0.5
SUB_001511,CAT_00542,Mystery Shopper Coordinator,Координатор на мистериозния клиент,Koordinator tajnog kupca,Koordinátor Mystery Shopper,Mystery Shopper koordinator,Mystery Shopper Coördinator,Mystery Shopper koordinaator,Mystery Shopper -koordinaattori,Coordonnateur du client mystère,Mystery-Shopper-Koordinator,Συντονιστής Mystery Shopper,Mystery Shopper koordinátor,Comhordaitheoir Siopadóir Mistéireach,Coordinatore Mystery Shopper,Mystery Shopper koordinators,Slapto pirkėjo koordinatorius,Koordinatur tal-Mystery Shopper,Koordynator Tajemniczego Klienta,Coordenador de Mystery Shopper,Coordonator Mystery Shopper,Koordinátor Mystery Shopper,Koordinator skrivnostnega kupca,Coordinador de compradores misteriosos,Mystery Shopper-koordinator,Gizli Müşteri Koordinatörü,Координатор тайного покупателя,Координатор таємного покупця,Mystery Shopper-koordinator,Mystery Shopper-koordinator,,,0.5957446808510638
SUB_001512,CAT_00039,Franchise Launch Advisor,Съветник по стартиране на франчайз,Savjetnik za pokretanje franšize,Poradce pro spuštění franšízy,Franchise-lanceringsrådgiver,Franchise Lancering Adviseur,Frantsiisi käivitamise nõustaja,Franchise Launch Advisor,Conseiller en lancement de franchise,Berater für Franchise-Starts,Σύμβουλος εκκίνησης Franchise,Franchise bevezetési tanácsadó,Comhairleoir Seoladh Toghchórais,Consulente per il lancio di un franchising,Franšīzes palaišanas padomnieks,Franšizės paleidimo patarėjas,Konsulent tat-Tnedija ta' Franchise,Doradca ds. uruchomienia franczyzy,Consultor de Lançamento de Franquia,Consilier pentru lansarea francizei,Poradca pre spustenie franšízy,Svetovalec za lansiranje franšize,Asesor de lanzamiento de franquicias,Franchise Launch Advisor,Franchise Lansman Danışmanı,Консультант по запуску франшизы,Радник із запуску франшизи,Franchise-lanseringsrådgiver,Franchise-lanseringsrådgiver,,,0.4888888888888889
SUB_001513,CAT_00176,Pop-Up Store Manager,Мениджър на изскачащи магазини,Upravitelj skočne trgovine,Manažer vyskakovacího obchodu,Pop-up Store Manager,Pop-upwinkelmanager,Hüpikpoe haldur,Pop-Up-kaupan johtaja,Responsable de magasin éphémère,Pop-Up Store Manager,Διαχειριστής αναδυόμενων καταστημάτων,Pop-Up Store Manager,Bainisteoir siopa pop-UPS,Responsabile del negozio pop-up,Uznirstošo veikalu pārvaldnieks,Iššokančios parduotuvės vadovas,Pop-Up Store Manager,Kierownik sklepu tymczasowego,Gerente de Loja Pop-Up,Manager magazin pop-up,Manažér pop-up obchodu,Upravitelj pojavne trgovine,Gerente de tienda emergente,Pop-up butikschef,Pop-Up Mağaza Müdürü,Менеджер временного магазина,Менеджер спливаючого магазину,Popup-butikksjef,Popup-butikksjef,,,0.5454545454545454
SUB_001514,CAT_00065,International Sourcing Agent,Международен снабдителен агент,Međunarodni agent za nabavu,International Sourcing Agent,International Sourcing Agent,Internationale sourcingagent,Rahvusvaheline allhankeagent,Kansainvälinen hankintaagentti,Agent d'approvisionnement international,Internationaler Beschaffungsagent,International Sourcing Agent,Nemzetközi beszerzési ügynök,Gníomhaire Foinsiú Idirnáisiúnta,Agente di approvvigionamento internazionale,Starptautiskais piegādes aģents,Tarptautinis tiekimo agentas,Aġent ta' Akkwist Internazzjonali,Międzynarodowy agent zaopatrzeniowy,Agente de Sourcing Internacional,Agent internațional de aprovizionare,International Sourcing Agent,Mednarodni agent za nabavo,Agente de abastecimiento internacional,Internationell inköpsagent,Uluslararası Tedarik Temsilcisi,Международный агент по снабжению,Міжнародний агент з пошуку,Internasjonal innkjøpsagent,Internasjonal innkjøpsagent,,,0.5714285714285714
SUB_001515,CAT_00530,Biodiversity Surveyor,Изследовател на биоразнообразието,Bioraznolikost Surveyor,Inspektor biodiverzity,Biodiversitetsinspektør,Biodiversiteitsonderzoeker,Bioloogilise mitmekesisuse uurija,Biodiversity Surveyor,Enquêteur sur la biodiversité,Biodiversitätsgutachter,Επιθεωρητής Βιοποικιλότητας,Biodiverzitás Felmérő,Suirbhéir Bithéagsúlachta,Geometra della biodiversità,Bioloģiskās daudzveidības pētnieks,Biologinės įvairovės tyrinėtojas,Surveyor tal-Bijodiversità,Inspektor ds. różnorodności biologicznej,Pesquisador de Biodiversidade,Inspector al biodiversităţii,Prieskumník biodiverzity,Nadzornik biotske raznovrstnosti,Topógrafo de biodiversidad,Inspektör för biologisk mångfald,Biyoçeşitlilik Araştırmacısı,Специалист по биоразнообразию,Експерт з біорізноманіття,Biodiversitetsmåler,Biodiversitetsmåler,,,0.5789473684210527
SUB_001516,CAT_00058,Research Material Logistics Coordinator,Координатор логистика на изследователски материали,Koordinator logistike materijala za istraživanje,Koordinátor logistiky materiálu pro výzkum,Forskningsmateriale Logistik Koordinator,Coördinator Logistiek Onderzoeksmateriaal,Uurimismaterjalide logistika koordinaator,Tutkimusmateriaalien logistiikan koordinaattori,Coordonnateur de la logistique du matériel de recherche,Koordinatorin für Forschungsmateriallogistik,Συντονιστής Ερευνητικού Υλικού Logistics,Kutatási anyag logisztikai koordinátor,Comhordaitheoir Lóistíochta Ábhar Taighde,Coordinatore della logistica dei materiali di ricerca,Pētījuma materiālu loģistikas koordinators,Tyrimo medžiagos logistikos koordinatorius,Koordinatur tal-Loġistika tal-Materjal tar-Riċerka,Koordynator ds. logistyki materiałów badawczych,Coordenador de Logística de Materiais de Pesquisa,Coordonator logistica materiale de cercetare,Koordinátor logistiky výskumného materiálu,Koordinator logistike raziskovalnega materiala,Coordinador de Logística de Material de Investigación,Forskningsmaterial Logistikkoordinator,Araştırma Malzemesi Lojistik Koordinatörü,Координатор по логистике исследовательских материалов,Координатор логістики науково-дослідних матеріалів,Forskningsmateriell Logistikkkoordinator,Forskningsmateriell Logistikkkoordinator,,,0.5172413793103449
SUB_001517,CAT_00182,Scientific Instrument Calibrator,Калибратор за научни инструменти,Kalibrator znanstvenih instrumenata,Kalibrátor vědeckých přístrojů,Videnskabelig instrumentkalibrator,Wetenschappelijke instrumentenkalibrator,Teadusliku instrumendi kalibraator,Tieteellinen instrumenttikalibraattori,Calibrateur d'instruments scientifiques,Kalibrator für wissenschaftliche Instrumente,Επιστημονικός βαθμονομητής οργάνων,Tudományos műszerkalibrátor,Calabraitheoir Ionstraim Eolaíoch,Calibratore di strumenti scientifici,Zinātniskā instrumenta kalibrators,Mokslinio instrumento kalibratorius,Kalibratur tal-Istrument Xjentifiku,Kalibrator instrumentów naukowych,Calibrador de Instrumentos Científicos,Calibrator de instrumente științifice,Kalibrátor vedeckých prístrojov,Kalibrator znanstvenih instrumentov,Calibrador de instrumentos científicos,Vetenskaplig instrumentkalibrator,Bilimsel Cihaz Kalibratörü,Калибратор научных приборов,Калібратор наукового приладу,Vitenskapelig instrumentkalibrator,Vitenskapelig instrumentkalibrator,,,0.6785714285714286
SUB_001518,CAT_00519,Marine Sample Collector,Събирач на морски проби,Sakupljač morskih uzoraka,Sběratel námořních vzorků,Marine prøvesamler,Marine Monsterverzamelaar,Mereproovide koguja,Merinäytteiden kerääjä,Collecteur d'échantillons marins,Meeresprobensammler,Συλλέκτης θαλάσσιων δειγμάτων,Tengeri mintagyűjtő,Bailitheoir Sampla Mara,Collezionista di campioni marini,Jūras paraugu savācējs,Jūrų mėginių rinkėjas,Kollettur tal-Kampjuni tal-Baħar,Pobieracz próbek morskich,Coletor de Amostras Marinhas,colector de probe marine,Zberateľ námorných vzoriek,Zbiralec morskih vzorcev,Recolector de muestras marinas,Marin provsamlare,Deniz Örnek Toplayıcısı,Сборщик морских образцов,Колектор морських зразків,Marine prøvesamler,Marine prøvesamler,,,0.5789473684210527
SUB_001519,CAT_00305,Health Tech App Validator,Валидатор на приложения Health Tech,Health Tech App Validator,Validátor aplikací Health Tech,Health Tech App Validator,Validator voor gezondheidstechnologie-apps,Health Tech App Validator,Health Tech App Validator,Validateur d'applications Health Tech,Validator für Health Tech-Apps,Health Tech App Validator,Health Tech App Validator,Health Tech App Validator,Validatore di app per la tecnologia sanitaria,Health Tech lietotņu pārbaudītājs,Health Tech App Validator,Validatur tal-App tat-Teknoloġija tas-Saħħa,Walidator aplikacji technologii medycznych,Validador de aplicativos de tecnologia de saúde,Validator de aplicații Health Tech,Validátor aplikácií Health Tech,Zdravstveni Tech App Validator,Validador de aplicaciones de tecnología sanitaria,Health Tech App Validator,Sağlık Teknolojisi Uygulama Doğrulayıcısı,Валидатор приложений Health Tech,Перевірка програми Health Tech,Health Tech App Validator,Health Tech App Validator,,,0.5581395348837209
SUB_001520,CAT_00035,Biotech Patent Consultant,Биотехнологичен патентен консултант,Konzultant za biotehnološke patente,Biotechnologický patentový poradce,Bioteknologisk patentkonsulent,Biotechnologisch octrooiconsulent,Biotehnoloogia patendikonsultant,Biotekniikan patenttikonsultti,Consultant en brevets biotechnologiques,Patentberater für Biotechnologie,Σύμβουλος διπλωμάτων ευρεσιτεχνίας Biotech,Biotech szabadalmi tanácsadó,Comhairleoir Paitinne Biteicneolaíochta,Consulente brevettuale biotecnologico,Biotehnoloģiju patentu konsultants,Biotechnologijų patentų konsultantas,Konsulent tal-Privattivi Biotech,Konsultant ds. patentów biotechnologicznych,Consultor de Patentes de Biotecnologia,Consultant în brevete de biotehnologie,Biotechnologický patentový konzultant,Biotehnološki patentni svetovalec,Consultor de patentes de biotecnología,Bioteknisk patentkonsult,Biyoteknoloji Patent Danışmanı,Консультант по биотехнологическим патентам,Патентний консультант з біотехнологій,Bioteknologisk patentkonsulent,Bioteknologisk patentkonsulent,,,0.6086956521739131
SUB_001521,CAT_00662,Clinical Trial Recruiter,Набирач на персонал за клинични изпитвания,Regrut za klinička ispitivanja,Náborář pro klinické studie,Klinisk forsøg rekrutterer,Wervingsfunctionaris voor klinische proeven,Kliiniliste uuringute värbaja,Kliinisen tutkimuksen rekrytoija,recruteur d'essais cliniques,Personalvermittler für klinische Studien,Υπεύθυνος προσλήψεων κλινικών δοκιμών,Clinical Trial Recruiter,Earcaitheoir Trialach Cliniciúil,reclutatore di sperimentazioni cliniche,Klīnisko pētījumu vervētājs,Klinikinių tyrimų įdarbinimo specialistas,Reklutatur tal-Provi Kliniċi,Rekruter ds. badań klinicznych,Recrutador de Ensaios Clínicos,Recruter pentru studii clinice,Nábor na klinické skúšanie,Rekruter za klinična preskušanja,Reclutador de ensayos clínicos,Rekryterare för kliniska prövningar,Klinik Araştırma İşe Alma Uzmanı,Специалист по подбору персонала для клинических испытаний,Рекрутер для клінічних випробувань,Rekrutterer for kliniske forsøk,Rekrutterer for kliniske forsøk,,,0.5263157894736842
SUB_001522,CAT_00044,Personal Cybersecurity Analyst,Персонален анализатор по киберсигурност,Osobni analitičar kibernetičke sigurnosti,Osobní analytik kybernetické bezpečnosti,Personlig cybersikkerhedsanalytiker,Persoonlijke Cybersecurity Analist,Isiklik küberturvalisuse analüütik,Henkilökohtainen kyberturva-analyytikko,Analyste en cybersécurité personnelle,Persönlicher Cybersicherheitsanalyst,Προσωπικός Αναλυτής Κυβερνοασφάλειας,Személyes kiberbiztonsági elemző,Anailísí Cybersecurity Pearsanta,Analista della sicurezza informatica personale,Personīgais kiberdrošības analītiķis,Asmeninis kibernetinio saugumo analitikas,Analista taċ-Ċibersigurtà Personali,Analityk ds. cyberbezpieczeństwa osobistego,Analista de Segurança Cibernética Pessoal,Analist personal de securitate cibernetică,Osobný analytik kybernetickej bezpečnosti,Osebni analitik kibernetske varnosti,Analista de ciberseguridad personal,Personlig cybersäkerhetsanalytiker,Kişisel Siber Güvenlik Analisti,Персональный аналитик по кибербезопасности,Персональний аналітик з кібербезпеки,Personlig cybersikkerhetsanalytiker,Personlig cybersikkerhetsanalytiker,,,0.625
SUB_001523,CAT_00403,Smart Alarm Installer,Инсталатор на интелигентна аларма,Instalater pametnog alarma,Smart Alarm Installer,Smart alarminstallatør,Slimme alarminstallateur,Smart Alarm Installer,Älykäs hälytysasentaja,Installateur d'alarme intelligente,Smart Alarm Installateur,Εγκαταστάτης Smart Alarm,Intelligens riasztás telepítő,Suiteálaí Aláraim Chliste,Installatore di allarmi intelligenti,Smart Alarm Installer,Išmanusis signalizacijos montuotojas,Installatur ta' Allarm Intelliġenti,Instalator inteligentnych alarmów,Instalador de alarme inteligente,Instalator de alarme inteligente,Inštalátor inteligentného alarmu,Smart Alarm Installer,Instalador de alarmas inteligentes,Smart larminstallatör,Akıllı Alarm Kurulumcusu,Установщик интеллектуальной сигнализации,Інсталятор Smart Alarm,Smart alarminstallatør,Smart alarminstallatør,,,0.5714285714285714
SUB_001524,CAT_00357,Sports Massage Therapist,Спортен масажист,Terapeut sportske masaže,Sportovní masážní terapeut,Sportsmassageterapeut,Sportmassagetherapeut,Spordimassaaži terapeut,Urheiluhieroja,Massothérapeute sportif,Sportmassagetherapeut,Αθλητικό μασάζ,Sportmasszázs terapeuta,Teiripeoir Massage Spóirt,Massaggiatore sportivo,Sporta masāžas terapeits,Sporto masažo terapeutas,Terapista tal-Massage Sports,Terapeuta masażu sportowego,Terapeuta de massagem esportiva,Terapeutul cu masaj sportiv,Športový masážny terapeut,Terapevt športne masaže,Terapeuta de masaje deportivo,Sportmassageterapeut,Spor Masaj Terapisti,Спортивный массажист,Спортивний масажист,Sportsmassasjeterapeut,Sportsmassasjeterapeut,,,0.5882352941176471
SUB_001525,CAT_00508,Personal Trainers,Лични треньори,Osobni treneri,Osobní trenéři,Personlige trænere,Persoonlijke trainers,Personaaltreenerid,Personal Trainers,Entraîneurs personnels,Personal Trainer,Personal Trainers,Személyi edzők,Oiliúnóirí pearsanta,Personal Trainer,Personīgie treneri,Asmeniniai treneriai,Trejners Personali,Trenerzy personalni,Treinadores pessoais,Antrenori personali,Osobní tréneri,Osebni trenerji,Entrenadores personales,Personliga tränare,Kişisel Antrenörler,Персональные тренеры,Персональні тренери,Personlige trenere,Personlige trenere,,,0.7272727272727273
SUB_001526,CAT_00520,Sports Physiotherapy,Спортна физиотерапия,Sportska fizioterapija,Sportovní fyzioterapie,Sportsfysioterapi,Sportfysiotherapie,Spordifüsioteraapia,Urheilufysioterapia,Physiothérapie sportive,Sportphysiotherapie,Αθλητική Φυσικοθεραπεία,Sport fizioterápia,Fisiteiripe Spóirt,Fisioterapia sportiva,Sporta fizioterapija,Sporto fizioterapija,Fiżjoterapija Sportiva,Fizjoterapia sportowa,Fisioterapia Esportiva,Kinetoterapie sportivă,Športová fyzioterapia,Športna fizioterapija,Fisioterapia deportiva,Idrottsfysioterapi,Spor Fizyoterapisi,Спортивная физиотерапия,Спортивна фізіотерапія,Idrettsfysioterapi,Idrettsfysioterapi,,,0.5405405405405406
