category_id,en,bg,hr,cs,da,nl,et,fi,fr,de,el,hu,ga,it,lv,lt,mt,pl,pt,ro,sk,sl,es,sv,tr,ru,uk,nb,no,icon,section_id,sort_order_category
CAT_00571,Homeschool Support,Подкрепа за домашно училище,Podrška za kućnu školu,Podpora domácí školy,Hjemmeskolestøtte,Ondersteuning voor thuisonderwijs,Kodukooli tugi,Kotikoulun tuki,Soutien à l'enseignement à domicile,Unterstützung für den Heimunterricht,Υποστήριξη Homeschool,Otthoni iskolai támogatás,Tacaíocht Scoile Baile,Supporto per l'istruzione parentale,Mājskolas atbalsts,Namų mokyklos palaikymas,Appoġġ għall-iskola fid-dar,Wsparcie edukacji domowej,Apoio ao ensino domiciliar,Sprijin pentru școala la domiciliu,Podpora domácej školy,Podpora pri šolanju na domu,Apoyo a la educación en casa,Hemundervisningsstöd,Evde Eğitim Desteği,Поддержка домашнего обучения,Підтримка домашньої школи,Hjemmeskolestøtte,Hjemmeskolestøtte,house.svg,SEC_0103,160
CAT_00043,Crypto & NFT Help,Помощ за крипто и NFT,Pomoć za kripto i NFT,Nápověda pro krypto a NFT,Krypto- og NFT-hjælp,Crypto- en NFT-hulp,Krüpto- ja NFT-abi,Salaus- ja NFT-apu,Aide Crypto & NFT,Krypto- und NFT-Hilfe,Βοήθεια Crypto & NFT,Crypto & NFT Help,Cabhair Crypto & NFT,Aiuto per criptovalute e NFT,Kripto un NFT palīdzība,Kripto ir NFT pagalba,Għajnuna Kripto & NFT,Pomoc dotycząca kryptowalut i NFT,Ajuda com Criptomoedas e NFTs,Ajutor Crypto și NFT,Pomocník pre šifrovanie a NFT,Pomoč za kripto in NFT,Ayuda con criptomonedas y NFT,Crypto & NFT Hjälp,Kripto ve NFT Yardımı,Помощь с криптовалютами и NFT,Довідка Crypto & NFT,Krypto- og NFT-hjelp,Krypto- og NFT-hjelp,wrench.svg,SEC_0011,170
CAT_00134,Geotechnical & Surveying Services,Геотехнически и геодезически услуги,Geotehničke i geodetske usluge,Geotechnické a geodetické služby,Geotekniske og opmålingstjenester,Geotechnische en landmeetkundige diensten,Geotehnilised ja geodeesiateenused,Geotekniset ja maanmittauspalvelut,Services géotechniques et d'arpentage,Geotechnische und Vermessungsdienste,Γεωτεχνικές & Τοπογραφικές Υπηρεσίες,Geotechnikai és földmérési szolgáltatások,Seirbhísí Geoiteicniúla & Suirbhéireachta,Servizi geotecnici e di rilevamento,Ģeotehniskie un mērniecības pakalpojumi,Geotechninės ir geodezinės paslaugos,Servizzi Ġeotekniċi u Stħarriġ,Usługi geotechniczne i geodezyjne,Serviços geotécnicos e de topografia,Servicii de geotehnică și topografie,Geotechnické a geodetické služby,Geotehnične in geodetske storitve,Servicios geotécnicos y topográficos,Geoteknik & lantmäteritjänster,Jeoteknik ve Araştırma Hizmetleri,Геотехнические и геодезические услуги,Геотехнічні та геодезичні послуги,Geotekniske og landmålingstjenester,Geotekniske og landmålingstjenester,wrench.svg,SEC_0022,170
CAT_00309,Invitations & Print Services,Покани и печатни услуги,Pozivnice i usluge ispisa,Pozvánky a tiskové služby,Invitationer og tryktjenester,Uitnodigingen & Printdiensten,Kutsed ja trükiteenused,Kutsut ja tulostuspalvelut,Invitations et services d'impression,Einladungen & Druckservices,Προσκλήσεις & Υπηρεσίες Εκτύπωσης,Meghívók és nyomtatási szolgáltatások,Cuirí & Seirbhísí Priontála,Inviti e servizi di stampa,Ielūgumi un drukas pakalpojumi,Kvietimai ir spausdinimo paslaugos,Stediniet u Servizzi ta' Stampa,Zaproszenia i usługi drukowania,Convites e serviços de impressão,Invitații și servicii de imprimare,Pozvánky a tlačové služby,Storitve tiskanja in vabil,Invitaciones y servicios de impresión,Inbjudningar och trycktjänster,Davetiyeler ve Baskı Hizmetleri,Приглашения и услуги печати,Запрошення та послуги друку,Invitasjoner og utskriftstjenester,Invitasjoner og utskriftstjenester,wrench.svg,SEC_0054,170
CAT_00407,Irrigation Systems,Напоителни системи,Sustavi navodnjavanja,Zavlažovací systémy,Vandingssystemer,Irrigatiesystemen,Niisutussüsteemid,Kastelujärjestelmät,Systèmes d'irrigation,Bewässerungssysteme,Συστήματα Άρδευσης,Öntözőrendszerek,Córais Uisciúcháin,Sistemi di irrigazione,Apūdeņošanas sistēmas,Drėkinimo sistemos,Sistemi ta' Tisqija,Systemy nawadniające,Sistemas de Irrigação,Sisteme de irigare,Zavlažovacie systémy,Namakalni sistemi,Sistemas de riego,Bevattningssystem,Sulama Sistemleri,Ирригационные системы,Системи поливу,Vanningssystemer,Vanningssystemer,wrench.svg,SEC_0075,170
CAT_00443,Pest Control,Борба с вредители,Suzbijanje štetočina,Hubení škůdců,Skadedyrsbekæmpelse,Ongediertebestrijding,Kahjuritõrje,Tuholaistorjunta,Lutte antiparasitaire,Schädlingsbekämpfung,Έλεγχος παρασίτων,Kártevőirtás,Rialú Lotnaidí,Controllo dei parassiti,Kaitēkļu kontrole,Kenkėjų kontrolė,Kontroll tal-Pesti,Zwalczanie szkodników,Controle de pragas,Controlul dăunătorilor,Kontrola škodcov,Zatiranje škodljivcev,Control de plagas,Bekämpning av skadedjur,Haşere Kontrolü,Борьба с вредителями,Боротьба зі шкідниками,Skadedyrkontroll,Skadedyrkontroll,wrench.svg,SEC_0076,170
CAT_00572,Investment Basics,Основи на инвестициите,Osnove ulaganja,Základy investování,Grundlæggende om investeringer,Beleggingsbeginselen,Investeerimise põhitõed,Sijoittamisen perusteet,Notions de base sur l'investissement,Anlagegrundlagen,Βασικά Επενδύσεις,Befektetési alapismeretek,Bunús na hInfheistíochta,Nozioni di base sugli investimenti,Investīciju pamati,Investavimo pagrindai,Bażi tal-Investiment,Podstawy inwestycji,Noções básicas de investimento,Bazele investițiilor,Základy investovania,Osnove naložb,Conceptos básicos de inversión,Grundläggande investeringar,Yatırım Temelleri,Основы инвестирования,Основи інвестування,Grunnleggende om investeringer,Grunnleggende om investeringer,wrench.svg,SEC_0103,170
CAT_00044,Cybersecurity Help,Помощ за киберсигурност,Pomoć za kibernetičku sigurnost,Nápověda k kybernetické bezpečnosti,Cybersikkerhedshjælp,Cybersecurity Hulp,Küberturvalisuse abi,Kyberturvallisuusapu,Aide à la cybersécurité,Hilfe zur Cybersicherheit,Βοήθεια για την κυβερνοασφάλεια,Kiberbiztonsági segítség,Cabhair Cybersecurity,Aiuto per la sicurezza informatica,Kiberdrošības palīdzība,Kibernetinio saugumo pagalba,Għajnuna taċ-Ċibersigurtà,Pomoc w zakresie cyberbezpieczeństwa,Ajuda de segurança cibernética,Ajutor pentru securitate cibernetică,Pomoc v oblasti kybernetickej bezpečnosti,Pomoč za kibernetsko varnost,Ayuda en ciberseguridad,Cybersäkerhetshjälp,Siber Güvenlik Yardımı,Помощь в кибербезопасности,Довідка з кібербезпеки,Hjelp for cybersikkerhet,Hjelp for cybersikkerhet,wrench.svg,SEC_0011,180
CAT_00135,Glass & Glazing,Стъкло и остъкляване,Staklo i glazura,Sklo a zasklení,Glas & Ruder,Glas & Beglazing,Klaas ja klaasimine,Lasi & lasitus,Verre et vitrage,Glas und Verglasung,Γυαλί & Τζάμια,Üveg és üvegezés,Gloine & Gloiniú,Vetro e vetrate,Stikls un stiklojums,Stiklas ir stiklinimas,Ħġieġ u Ħġieġ,Szkło i szklenie,Vidro e envidraçamento,Sticla si geam,Sklo a zasklenie,Steklo in zasteklitev,Vidrio y acristalamiento,Glas & Glas,Cam ve Camlama,Стекло и остекление,Скло та скління,Glass og glass,Glass og glass,wrench.svg,SEC_0022,180
CAT_00310,Live Broadcast & Streaming,Излъчване на живо и поточно предаване,Prijenos uživo i strujanje,Živé vysílání a streamování,Live udsendelse og streaming,Live-uitzending en streaming,Otseülekanne ja voogesitus,Suora lähetys ja suoratoisto,Diffusion en direct et streaming,Live-Übertragung und Streaming,Ζωντανή μετάδοση και ροή,Élő közvetítés és közvetítés,Craoladh Beo & Sruthú,Trasmissione in diretta e streaming,Tiešraide un straumēšana,Tiesioginė transliacija ir transliacija,Xandir Live u Streaming,Transmisja na żywo i streaming,Transmissão ao vivo e streaming,Transmisiune live și streaming,Živé vysielanie a streamovanie,Oddajanje in pretakanje v živo,Transmisión en vivo y streaming,Livesändning & Streaming,Canlı Yayın ve Yayın Akışı,Прямая трансляция и потоковое вещание,Пряма трансляція та трансляція,Direktesending og streaming,Direktesending og streaming,wrench.svg,SEC_0054,180
CAT_00408,Landscaping,Озеленяване,Uređenje okoliša,Terénní úpravy,Landskabspleje,Landschapsarchitectuur,Haljastus,Maisemointi,Aménagement paysager,Landschaftsbau,Εξωραϊσμός,Tereprendezés,Tírdhreachú,Paesaggistica,Ainavu veidošana,Kraštovaizdžio sutvarkymas,Tisbiħ,Projektowanie krajobrazu,Paisagismo,Amenajarea teritoriului,Terénne úpravy,Urejanje okolice,Paisajismo,Landskapsarkitektur,Peyzaj düzenlemesi,Ландшафтный дизайн,Благоустрій території,Landskapsarbeid,Landskapsarbeid,flower.svg,SEC_0075,180
CAT_00444,Plumbing,ВиК,Vodovodne instalacije,Instalatérství,VVS,Sanitair,Sanitaartehnilised tööd,Putkityöt,Plomberie,Sanitär,Υδραυλικά,Vízvezeték,Pluiméireacht,Idraulica,Santehnika,Santechnika,Plumbing,Instalacja wodociągowa,Encanamento,Instalatii sanitare,Inštalatérstvo,Vodovodne instalacije,Plomería,VVS,Sıhhi tesisat,Сантехника,Сантехніка,Rørleggerarbeid,Rørleggerarbeid,pipe.svg,SEC_0076,180
CAT_00573,LGBTQ+ Services,LGBTQ+ услуги,LGBTQ+ usluge,LGBTQ+ služby,LGBTQ+ tjenester,LGBTQ+-diensten,LGBTQ+ teenused,LGBTQ+ -palvelut,Services LGBTQ+,LGBTQ+-Dienste,Υπηρεσίες LGBTQ+,LMBTQ+ szolgáltatások,Seirbhísí LGBTQ+,Servizi LGBTQ+,LGBTQ+ pakalpojumi,LGBTQ+ paslaugos,Servizzi LGBTQ+,Usługi LGBTQ+,Serviços LGBTQ+,Servicii LGBTQ+,Služby LGBTQ+,Storitve LGBTQ+,Servicios LGBTQ+,HBTQ+ tjänster,LGBTQ+ Hizmetleri,ЛГБТК+ услуги,Служби ЛГБТК+,LHBTQ+-tjenester,LHBTQ+-tjenester,wrench.svg,SEC_0103,180
CAT_00045,DNA & Ancestry Support,Поддръжка на ДНК и потекло,Podrška za DNK i podrijetlo,Podpora DNA a předků,DNA & Ancestry Support,DNA & Voorouderondersteuning,DNA ja esivanemate tugi,DNA- ja esivanhempien tuki,Assistance ADN et ascendance,DNA- und Abstammungsunterstützung,Υποστήριξη DNA & Προγονικών,DNS és ősök támogatása,Tacaíocht DNA & Sinsearachta,Supporto DNA e ascendenza,DNS un senču atbalsts,DNR ir protėvių palaikymas,Appoġġ tad-DNA u l-Ancestry,Wsparcie DNA i przodków,Suporte de DNA e Ancestralidade,Suport pentru ADN și strămoși,Podpora DNA a predkov,Podpora za DNK in prednike,Apoyo de ADN y ascendencia,DNA & Ancestry Support,DNA ve Soy Desteği,Поддержка ДНК и родословной,Підтримка ДНК і походження,DNA & Ancestry Support,DNA & Ancestry Support,wrench.svg,SEC_0011,190
CAT_00136,Green Building & Sustainability,Зелено строителство и устойчивост,Zelena gradnja i održivost,Zelené budovy a udržitelnost,Grønt byggeri og bæredygtighed,Groen bouwen en duurzaamheid,Roheline ehitus ja jätkusuutlikkus,Vihreä rakentaminen ja kestävä kehitys,Bâtiment écologique et durabilité,Grünes Bauen und Nachhaltigkeit,Πράσινο Κτίριο & Αειφορία,Zöld építés és fenntarthatóság,Foirgneamh Glas & Inbhuanaitheacht,Edilizia verde e sostenibilità,Zaļā ēka un ilgtspējība,Žalioji statyba ir tvarumas,Bini Ekoloġiku u Sostenibbiltà,Zielone budownictwo i zrównoważony rozwój,Construção Verde e Sustentabilidade,Clădiri ecologice și durabilitate,Zelená budova a udržateľnosť,Zelena gradnja in trajnost,Construcción ecológica y sostenibilidad,Green Building & Hållbarhet,Yeşil Bina ve Sürdürülebilirlik,Экологическое строительство и устойчивое развитие,Зелене будівництво та стале розвиток,Grønn bygning og bærekraft,Grønn bygning og bærekraft,wrench.svg,SEC_0022,190
CAT_00311,Mobile Booth Services,Услуги на мобилни кабини,Usluge mobilne govornice,Služby mobilního stánku,Mobile Stand Services,Mobiele cabinediensten,Mobiilikabiini teenused,Mobile Booth -palvelut,Services de cabines mobiles,Mobile Standservices,Υπηρεσίες κινητού θαλάμου,Mobile Booth szolgáltatások,Seirbhísí Soghluaiste Booth,Servizi di stand mobili,Mobilo kabīņu pakalpojumi,Mobiliųjų kabinų paslaugos,Servizzi ta' Kabina mobbli,Usługi mobilnego stoiska,Serviços de cabine móvel,Servicii cabine mobile,Služby mobilného stánku,Storitve mobilne kabine,Servicios de stand móvil,Mobila montertjänster,Mobil Stand Hizmetleri,Услуги мобильных стендов,Послуги мобільних будок,Mobile Booth Services,Mobile Booth Services,wrench.svg,SEC_0054,190
CAT_00409,Lock & Key Services,Услуги за заключване и ключове,Usluge brava i ključeva,Služby zámků a klíčů,Låse- og nøgletjenester,Sloten- en sleutelservices,Luku ja võtme teenused,Lukko- ja avainpalvelut,Services de serrurerie et de clés,Schlüsseldienste,Υπηρεσίες κλειδαριάς και κλειδιού,Zár és kulcs szolgáltatások,Seirbhísí Glasála & Eochracha,Servizi di serrature e chiavi,Slēdzeņu un atslēgu pakalpojumi,Užraktų ir raktų paslaugos,Lock & Servizzi Ewlenin,Usługi zamków i kluczy,Serviços de fechadura e chave,Servicii de blocare și cheie,Služby zámkov a kľúčov,Storitve zaklepanja in ključev,Servicios de cerrajería y llaves,Lås- och nyckeltjänster,Kilit ve Anahtar Hizmetleri,Услуги замков и ключей,Послуги замків і ключів,Lås- og nøkkeltjenester,Lås- og nøkkeltjenester,wrench.svg,SEC_0075,190
CAT_00445,Renovation & Remodeling,Ремонт и ремоделиране,Renoviranje i preuređenje,Renovace a přestavby,Renovering & Ombygning,Renovatie & Verbouwing,Renoveerimine ja ümberehitus,Peruskorjaus ja saneeraus,Rénovation et remodelage,Renovierung & Umbau,Ανακαίνιση & Ανακαίνιση,Felújítás és átalakítás,Athchóiriú & Athmhúnlú,Ristrutturazione e rimodellamento,Renovācija un pārbūve,Renovacija ir pertvarkymas,Rinnovament u Remodeling,Renowacja i przebudowa,Renovação e Remodelação,Renovare & Remodelare,Renovácia a prestavba,Prenova in preoblikovanje,Renovación y remodelación,Renovering & ombyggnad,Tadilat ve Yenileme,Реновация и реконструкция,Ремонт і реконструкція,Renovering og ombygging,Renovering og ombygging,wrench.svg,SEC_0076,190
CAT_00574,Language Tutoring,Езикови уроци,Podučavanje jezika,Jazykové doučování,Sprogundervisning,Taalbegeleiding,Keeleõpetus,Kieliopetus,Cours particuliers de langues,Sprachunterricht,Φροντιστήριο Γλωσσών,Nyelvtanítás,Teagasc Teanga,Tutoraggio di lingue,Valodu apmācība,Kalbos mokymas,Tagħlim tal-Lingwa,Korepetycje językowe,Tutoria de idiomas,Îndrumare lingvistică,Jazykové doučovanie,Inštrukcije jezika,Tutoría de idiomas,Språkundervisning,Dil Özel Dersi,Репетиторство по языку,Репетиторство мови,Språkopplæring,Språkopplæring,wrench.svg,SEC_0103,190
CAT_00046,Data & Admin Services,Данни и административни услуги,Podaci i administrativne usluge,Data & Administrátorské služby,Data & Admin Services,Gegevens- en beheersdiensten,Andme- ja administraatoriteenused,Data- ja hallintapalvelut,Services de données et d'administration,Daten- und Verwaltungsdienste,Υπηρεσίες δεδομένων και διαχειριστή,Adat- és rendszergazdai szolgáltatások,Seirbhísí Sonraí & Riaracháin,Servizi di dati e amministrazione,Datu un administrēšanas pakalpojumi,Duomenų ir administratoriaus paslaugos,Servizzi ta' Dejta u Amministrazzjoni,Usługi danych i administracji,Serviços de dados e administração,Servicii de date și administrare,Dátové a správcovské služby,Podatkovne in skrbniške storitve,Servicios de datos y administración,Data- och administratörstjänster,Veri ve Yönetim Hizmetleri,Услуги по обработке данных и администрированию,Дані та адміністративні послуги,Data- og administrasjonstjenester,Data- og administrasjonstjenester,wrench.svg,SEC_0011,200
CAT_00137,Health & Safety Services,Здравни и безопасни услуги,Zdravstvene i sigurnosne usluge,Zdravotní a bezpečnostní služby,Sundheds- og sikkerhedstjenester,Gezondheids- en veiligheidsdiensten,Tervise- ja ohutusteenused,Terveys- ja turvallisuuspalvelut,Services de santé et de sécurité,Gesundheits- und Sicherheitsdienste,Υπηρεσίες Υγείας & Ασφάλειας,Egészségügyi és biztonsági szolgáltatások,Seirbhísí Sláinte & Sábháilteachta,Servizi di salute e sicurezza,Veselības un drošības pakalpojumi,Sveikatos ir saugos paslaugos,Servizzi tas-Saħħa u s-Sigurtà,Usługi w zakresie zdrowia i bezpieczeństwa,Serviços de Saúde e Segurança,Servicii de sănătate și siguranță,Služby v oblasti zdravia a bezpečnosti,Zdravstvene in varnostne storitve,Servicios de salud y seguridad,Hälso- och säkerhetstjänster,Sağlık ve Güvenlik Hizmetleri,Службы охраны труда и техники безопасности,Послуги з охорони здоров'я та безпеки,Helse- og sikkerhetstjenester,Helse- og sikkerhetstjenester,wrench.svg,SEC_0022,200
CAT_00312,Outdoor & Seasonal Events,Събития на открито и сезонни,Vanjski i sezonski događaji,Venkovní a sezónní akce,Udendørs og sæsonbegivenheder,Buiten- en seizoensevenementen,Välis- ja hooajaüritused,Ulkoilma- ja kausitapahtumat,Événements extérieurs et saisonniers,Outdoor- und saisonale Events,Υπαίθριες & Εποχιακές Εκδηλώσεις,Szabadtéri és szezonális rendezvények,Imeachtaí Allamuigh & Séasúracha,Eventi all'aperto e stagionali,Āra un sezonas pasākumi,Lauko ir sezoniniai renginiai,Avvenimenti ta' Barra u Staġjonali,Imprezy plenerowe i sezonowe,Eventos ao ar livre e sazonais,Evenimente în aer liber și sezoniere,Outdoorové a sezónne akcie,Dogodki na prostem in sezonski dogodki,Eventos al aire libre y de temporada,Utomhus & säsongsbetonade evenemang,Açık Hava ve Mevsimsel Etkinlikler,Мероприятия на открытом воздухе и сезонные мероприятия,Сезонні та зовнішні заходи,Utendørs og sesongmessige arrangementer,Utendørs og sesongmessige arrangementer,wrench.svg,SEC_0054,200
CAT_00410,Maintenance,Поддръжка,Održavanje,Údržba,Opretholdelse,Onderhoud,Hooldus,Huolto,Entretien,Wartung,Συντήρηση,Karbantartás,Cothabháil,Manutenzione,Apkope,Priežiūra,Manutenzjoni,Konserwacja,Manutenção,Întreţinere,Údržba,Vzdrževanje,Mantenimiento,Underhåll,Bakım,Обслуживание,Технічне обслуговування,Vedlikehold,Vedlikehold,wrench.svg,SEC_0075,200
CAT_00446,Roofing & Gutters,Покривни и улуци,Krovovi i oluci,Střešní krytiny a okapy,Tag- og tagrender,Dakbedekking en goten,Katusetööd ja vihmaveerennid,Katot ja vesikourut,Toiture et gouttières,Dachdeckerarbeiten & Dachrinnen,Στέγες & Υδρορροές,Tetőfedés és ereszcsatornák,Dín & Gutters,Tetti e grondaie,Jumta segumi un notekas,Stogo dengimas ir latakai,Tisqif u kanali,Dachy i rynny,Telhados e Calhas,Acoperișuri și jgheaburi,Strešné krytiny a odkvapy,Ostrešje in žlebovi,Techos y canaletas,Tak och takrännor,Çatı ve Oluklar,Кровля и водостоки,Покрівля та водостоки,Taktekking og takrenner,Taktekking og takrenner,wrench.svg,SEC_0076,200
CAT_00575,Life Coaching,Лайф коучинг,Life Coaching,Životní koučování,Life Coaching,Levenscoaching,Life Coaching,Life Coaching,Coaching de vie,Lebensberatung,Life Coaching,Life Coaching,Traenálaí Saoil,Coaching di vita,Dzīves apmācība,Gyvenimo koučingas,Ħajja Coaching,Coaching życiowy,Coaching de Vida,Coaching de viață,Životný koučing,Life Coaching,Coaching de vida,Livscoaching,Yaşam Koçluğu,Лайф-коучинг,Life Coaching,Life Coaching,Life Coaching,wrench.svg,SEC_0103,200
CAT_00047,Event Planning,Планиране на събития,Planiranje događaja,Plánování událostí,Event Planlægning,Evenementenplanning,Ürituste planeerimine,Tapahtuman suunnittelu,planification d'événements,Veranstaltungsplanung,Σχεδιασμός Εκδηλώσεων,Rendezvényszervezés,Pleanáil Imeachtaí,Pianificazione di eventi,Pasākumu plānošana,Renginių planavimas,Ippjanar ta' Avvenimenti,Planowanie wydarzeń,Planejamento de eventos,Planificarea evenimentelor,Plánovanie udalostí,Načrtovanje dogodkov,Planificación de eventos,Evenemangsplanering,Etkinlik Planlaması,Планирование мероприятий,Планування заходів,Arrangementsplanlegging,Arrangementsplanlegging,wrench.svg,SEC_0011,210
CAT_00138,Industrial Building,Промишлена сграда,Industrijska zgrada,Průmyslová budova,Industribygning,Industrieel gebouw,Tööstushoone,Teollisuusrakennus,Bâtiment industriel,Industriegebäude,Βιομηχανικό Κτίριο,Ipari épület,Foirgneamh Tionsclaíoch,Edificio industriale,Rūpnieciskā ēka,Pramoninis pastatas,Bini Industrijali,Budynek przemysłowy,Edifício Industrial,Clădire industrială,Priemyselná budova,Industrijska zgradba,Edificio industrial,Industribyggnad,Endüstriyel Bina,Промышленное здание,Промислова будівля,Industribygg,Industribygg,wrench.svg,SEC_0022,210
CAT_00313,Party Setup & Rentals,Настройка и наемане на партита,Organizacija zabave i iznajmljivanje,Uspořádání a pronájmy večírků,Festopsætning og udlejning,Feestopstelling & Verhuur,Peo seadistamine ja laenutamine,Juhlajärjestelyt ja vuokraukset,Installation et location de fêtes,Party-Aufbau & Vermietung,Ρύθμιση & Ενοικιάσεις πάρτι,Parti összeállítás és kölcsönzés,Socrú Cóisir & Cíosanna,Allestimento e noleggio di attrezzature per feste,Ballīšu iestatīšana un noma,Vakarėlio rengimas ir nuoma,Setup tal-Partit u Kiri,Przygotowanie imprezy i wynajem,Montagem e aluguel de festas,Organizarea petrecerilor și închirieri,Usporiadanie a požičovne večierkov,Priprava in najem zabave,Montaje y alquiler de fiestas,Festupplägg och uthyrning,Parti Kurulumu ve Kiralama,Организация и аренда вечеринок,Організація вечірки та оренда,Festoppsett og utleie,Festoppsett og utleie,wrench.svg,SEC_0054,210
CAT_00411,Mobile Tire Services,Мобилни гуми,Mobilni servis guma,Mobilní pneuservis,Mobil dækservice,Mobiele bandenservice,Mobiilsed rehviteenused,Mobiilirengaspalvelut,Services de pneus mobiles,Mobiler Reifenservice,Υπηρεσίες ελαστικών κινητής τηλεφωνίας,Mobil gumiabroncs szerviz,Seirbhísí Soghluaiste Boinn,Servizi di pneumatici mobili,Mobilie riepu pakalpojumi,Mobilus padangų servisas,Servizzi tat-Tajers mobbli,Mobilne usługi oponiarskie,Serviços Móveis de Pneus,Servicii mobile de anvelope,Mobilné pneuservisy,Mobilni servis pnevmatik,Servicios móviles de neumáticos,Mobila däcktjänster,Mobil Lastik Hizmetleri,Мобильный шиномонтаж,Мобільний шиномонтаж,Mobile dekktjenester,Mobile dekktjenester,wrench.svg,SEC_0075,210
CAT_00447,Sauna & Hot Tub Installation,Монтаж на сауна и гореща вана,Montaža saune i hidromasažne kade,Instalace sauny a vířivky,Installation af sauna og boblebad,Sauna- en hottubinstallatie,Sauna ja kümblustünni paigaldus,Saunan ja kylpytynnyrin asennus,Installation de sauna et de bain à remous,Sauna- und Whirlpool-Installation,Τοποθέτηση σάουνας & υδρομασάζ,Szauna és pezsgőfürdő felszerelése,Suiteáil Sabhna & Hot Tub,Installazione di saune e vasche idromassaggio,Pirts un burbuļvannu uzstādīšana,Saunų ir kubilų įrengimas,Installazzjoni ta' Sawna u Hot Tub,Montaż sauny i jacuzzi,Instalação de sauna e banheira de hidromassagem,Instalare saună și cadă cu hidromasaj,Inštalácia sauny a vírivky,Montaža savne in masažne kadi,Instalación de sauna y jacuzzi,Installation av bastu och badtunna,Sauna ve Sıcak Küvet Kurulumu,Установка саун и джакузи,Встановлення саун і гідромасажних ванн,Installasjon av badstue og boblebad,Installasjon av badstue og boblebad,wrench.svg,SEC_0076,210
CAT_00576,Local Heritage Tours,Обиколки на местното наследство,Obilasci lokalne baštine,Prohlídky místního dědictví,Lokal arv Tours,Lokale erfgoedtours,Kohaliku pärandi ekskursioonid,Paikallisperintömatkat,Visites du patrimoine local,Lokale Kulturerbe-Touren,Περιηγήσεις τοπικής κληρονομιάς,Helyi örökség túrák,Turais Oidhreachta Áitiúla,Tour del patrimonio locale,Vietējā mantojuma ekskursijas,Vietos paveldo ekskursijos,Tours tal-Wirt Lokali,Lokalne wycieczki dziedzictwa,Passeios de Patrimônio Local,Tururi ale patrimoniului local,Prehliadky miestneho dedičstva,Ogledi lokalne dediščine,Recorridos por el patrimonio local,Lokala arvsturer,Yerel Miras Turları,Местное культурное наследие,Екскурсії по місцевій спадщині,Lokalarvturer,Lokalarvturer,wrench.svg,SEC_0103,210
CAT_00048,Financial & Insurance Help,Финансова и застрахователна помощ,Financijska pomoć i pomoć u osiguranju,Pomoc v oblasti financí a pojištění,Finans- og forsikringshjælp,Financiële en verzekeringshulp,Finants- ja kindlustusabi,Talous- ja vakuutustuki,Aide financière et d'assurance,Finanz- und Versicherungshilfe,Οικονομική και Ασφαλιστική Βοήθεια,Pénzügyi és biztosítási segítség,Cabhair Airgeadais & Árachais,Assistenza finanziaria e assicurativa,Finanšu un apdrošināšanas palīdzība,Finansinė ir draudimo pagalba,Għajnuna Finanzjarja u Assigurazzjoni,Pomoc finansowa i ubezpieczeniowa,Ajuda Financeira e de Seguros,Ajutor financiar și de asigurări,Pomoc v oblasti financií a poistenia,Finančna in zavarovalniška pomoč,Ayuda financiera y de seguros,Finansiell och försäkringshjälp,Finansal ve Sigorta Yardımı,Финансовая и страховая помощь,Фінансова та страхова допомога,Finans- og forsikringshjelp,Finans- og forsikringshjelp,wrench.svg,SEC_0011,220
CAT_00139,Infrastructure & Civil Engineering,Инфраструктура и гражданско строителство,Infrastruktura i građevinarstvo,Infrastruktura a stavebnictví,Infrastruktur & Anlæg,Infrastructuur & Civiele Techniek,Infrastruktuur ja tsiviilehitus,Infrastruktuuri ja rakennustekniikka,Infrastructures et génie civil,Infrastruktur & Tiefbau,Υποδομών & Πολιτικών Μηχανικών,Infrastruktúra és mélyépítés,Bonneagar & Innealtóireacht Shibhialta,Infrastrutture e ingegneria civile,Infrastruktūra un būvniecība,Infrastruktūra ir civilinė inžinerija,Infrastruttura u Inġinerija Ċivili,Infrastruktura i inżynieria lądowa,Infraestrutura e Engenharia Civil,Infrastructură și inginerie civilă,Infraštruktúra a stavebné inžinierstvo,Infrastruktura in gradbeništvo,Infraestructura e Ingeniería Civil,Infrastruktur & Anläggning,Altyapı ve İnşaat Mühendisliği,Инфраструктура и гражданское строительство,Інфраструктура та цивільне будівництво,Infrastruktur og anleggsteknikk,Infrastruktur og anleggsteknikk,wrench.svg,SEC_0022,220
CAT_00314,Photography & Videography,Фотография и видеозаснемане,Fotografija i video snimanje,Fotografování a natáčení videa,Fotografi & Videografi,Fotografie en videografie,Fotograafia & Videograafia,Valokuvaus ja videokuvaus,Photographie et vidéographie,Fotografie & Videografie,Φωτογραφία & Βιντεοσκόπηση,Fényképezés és videózás,Grianghrafadóireacht & Físghrafadóireacht,Fotografia e videografia,Fotogrāfija un video,Fotografija ir vaizdo įrašai,Fotografija u Vidjografija,Fotografia i wideografia,Fotografia e Videografia,Fotografie și Videografie,Fotografovanie a natáčanie videa,Fotografija in video posnetki,Fotografía y videografía,Fotografi & Videografi,Fotoğrafçılık ve Videografi,Фотография и видеосъемка,Фотографія та відеозйомка,Fotografi og video,Fotografi og video,wrench.svg,SEC_0054,220
